song_id,song_length,genre_ids,artist_name,composer,lyricist,language
vxlmCJ6B4QRdxka3x5jpxNNuSBlpOJvpw0lpzFt6Hpo=,256696,1609,è¶ã€…P feat. åˆéŸ³ãƒŸã‚¯,,,17
EqALnzHSddGGZBkD0bFxgFr2oHOntCIaZj0DHnnFNQU=,160078,465|2122,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Le Berre Veronique; De Aquino Luiz,,52
j3Yr2saQVjrCouSCe/iCc8JCOcI/HT+fHQHdQUajilc=,309243,465,Pay money To my Pain [P.T.P],,,17
EMUOjvTCkJVBdCPL3HmLIZdwmbnTYSdUYs5I9EKEFY8=,168150,786,Various Artists,Lee Sung Gu,,-1
6F1pu1h/wEMJJaAw3CqDJxPGk10IbSdwwPZ5fVZKUjU=,282308,2022,Dragon Ash,,,17
kqfJ/JjbA7EOoTPUfMiEyhwaYZLlFI9/EBbrSLm/hDA=,117237,,Wolfgang Ohmer,,,-1
foFz4guRgyT9xtO4OgcoaPf5Euv29r1LTvA0kNIxENM=,237923,444,OH MY GIRL,,,31
opqq7KNheDOXFivSRwQOkP+sbSFtscG1usJ3ArYOQK4=,222145,465,KEITA,Ryosuke Imai|AKIRA|SUNNY BOY|JUNE,KEITA|AKIRA|SUNNY BOY|Ryosuke Imai,17
3XjA8UCx/dqSOVeN/Q+9zX9voMy6rd2SLoFCaqM+Snw=,273972,465,ç‚Žäºžç¶¸ (Aaron Yan),,,17
j8L3NPYj9ko2arTEzZxfyeF1Hbdg/tt+narlvyK7drY=,246177,1572|275,Various Artists,,,52
/+MrjYc6Shdpb+yf66EOvMqAnPnrynfPrLTkgoxpILc=,198298,465,Richard Clayderman,,,52
mjEwnTgqxFkVwu4DsGzSvF9l8uUtRd5QEPs21M8Xr+g=,199692,465,Dance Remix Inc.,,,52
MV0V6bWp32Lt1akpHccBV5OOqYP6b6KPpiM5G0Dg+IU=,71656,786,å°ç£æµ·è²å¯¦éŒ„,å³é‡‘é»›,,-1
f0lNPIPuyoh7mJu9squFDsi0Mzk/UbpXRafbPtGLvvg=,285048,465,å†·æ¼ ,é™³å‰,é™³å‰,3
5H1ETHI6TIuMf4aiipvIpoiT512+SUqtWm/m3eABrlI=,288496,786|958,å‘‚æ€æ¸…ç³»åˆ—,å‚³çµ±,,-1
jCAtG3JRzM1myhs4jBKKlAAUXyw9/rApB68pGTAMtEs=,1040857,1609,Brian Eno,Brian Eno| Wyatt| Davies,,-1
gfgPCQ23LSJ8pyq7J1Tmm7QDFnlVKkBihbT848OauAM=,187559,465,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Writer:?(Steven Harriton 100% BMI) | Publisher: (BSide Cartel Music 100% BMI),,52
KBTxBGndRRZ0d5hYcWwjgYXRsXwKjYvxS81oIOFrWqM=,203035,1259,Various Artists,,,52
Du5ceoSxdYUZMSZcIgk/yEhwpvrWXs8Ti6cXWsj/sKY=,218801,465,BIGBANG,,,31
1RkFUaEYyw2T5jerXKw98efgvb12I+DvGYUasCNNg1E=,527882,1609,ATB,Andre Tanneberger|Manvel Ter-Pogosyan,Melissa Loretta,52
OaARyZ1kiHLtujwBdlpoqcSXhlZwxMQJaG0OsRt9IIk=,204591,1152|465,é»ƒå­è»’èˆ‡å±±å¹³å¿«,é»ƒå­è»’,é»ƒå­è»’,-1
o8b5L5vGGLNHydsbkuxuw3AAAiB03wgtkGvLhtYBBaU=,266356,465,ä¼æ€å‡± (Sky Wu),,,3
7A5uRJ/tRfyjynn//htniznTUznbQ8sa2TVJqC72MRM=,192633,465,Delyno,,,52
AShkh35X1EWHElSnZbftKwQGb+vNPRVHC09BYiLgQRk=,233964,139,Quincy Jones,Quincy Jones,,52
2+E49vF4ulexccIb24kLfQpM7nIMSqLrYuDr2oFTufU=,221239,465,Justin Garner,,,52
R4yPNimvhbNXPHMlSXvBe99kmVzg6Hn75ykIqdvaIEA=,450664,465|2022,Billy Idol,,,52
8WCdRyF8Sl9rkc6c2pQUSRfTfFNBAkFMJkT2rxHi+e8=,225384,465,ä½™å¤©,æ¹¯å°¼,é™³æ¡‚ç ,3
0aRAkfb6pbsnvv5Rrl5ADpt02V0pKWHvFES3OJdiV5o=,252865,465,aMEI (å¼µæƒ å¦¹),ä¼æ€å‡±,å§šè¬™,3
XLeagyLyc7Hkw1q/9tGSOIKWXcUat62aQDRqR5J0708=,239351,880|102,Edward Chen| Agnes Chen,Edward Chen,,59
QvPJudkhUr8JvdTgrvVWw+OeOwW20DtXAvF8ZemKuLc=,322944,465,Radical Face,,,52
7G9klGoGJe2lx79q8OiPzZ93ipzguKpVagWWr4Lp75U=,277478,1259,Dr. Dre,,,52
yc7fr60g5y3WpirRFvqSs9+WHaswDBDXJ2s75yNMVJg=,322850,465,Jimmy Cliff,,,52
4oi6PPqGQU/aaBWMVEBAyd0/wdvtj0L8lWajRBQA4kA=,298655,465,Katherine Jenkins,,,52
0A8+V7OzkXDFiNuEzuQrHSKT6htyPkRs1I8zzW8tlZM=,182282,139,Kehlani,,,52
oM+BOxiv1ItyYvwD7+VlGFou3ntH4Jf9vmL/FohOmLI=,185945,465,Caitlin Hart,,,52
yq1Z5M/HUR3deR/NL62PRJC6FfUWQDmjYKKaYHokSe0=,316813,465,Annie Lennox,,,52
aYef3uO20btxOXwIB+2AyL33/RZS/n0d4x5db7+JkY8=,316534,1609,SG Lewis,SG Lewis| JP Cooper,,52
JParBMxAjY9EMtntw9pQcWfMAsjMuKTLS1k6N4S/3ZA=,217260,1609,The Parakit,La Tulipe Bleue| Mickael Cohen,,52
TVal5gF559pzh6kRoXwNxynTfadGoJICNMVFACof0B4=,449933,465,è…°æ¨‚éšŠ (Kidney),è…°,åŠ‰æ¿¤,3
2e7XEtwUc6ptPgP2ApU1zOVTiEo23Y+Z4jvDzZwdChc=,101982,2122,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Peter Jones,,52
rR3fAk6/cotJwqxIYMWhHxB5x3CFRrSwmLHGVTwFnbg=,52349,921,äº”æœˆå¤© (Mayday),,,3
qAE6N6VVmErlXeMRjSTj7/rb5wdFxHvAMnkd56ZNpwQ=,242233,2022,Joshua James,,,52
TPcg5WowxLbq8Lv6oRh7wSezwp1kEpqNrCnIYIBEJnI=,258847,109,G.E.M.é„§ç´«æ£‹,G.E.M.,,24
Diz/qxHBXfZuqdwhdRG/JJu0XypG2KJlyprmAr1aVfM=,211591,465,æŽå®—ç›› (Jonathan Lee),,,3
/hncWNZxTm7iQ/L5UWpC7uwrBSdnQmiLLszS2g+Cbnw=,211774,444,C-CLOWN,,,31
u2dd1AZaC/S7ErUIEl2KnvyUe++CsHMvP31jONsdur4=,298560,465,é™³æ›‰æ± (Daniel Chan),å¼µåŸ,å¼µåŸ,3
7Kec3TCleaePgJzeaAwGuwE9UETIVWPglj8AqAujtAI=,156107,465,WHYNOT,,,3
oAsM4YuUjCbZ4LiRg28IrJd1i64XsqOUJ55aJF3XdkA=,54938,958,Schumann - 200th Anniversary,Robert Schumann,,52
kusgTO4xrD7VircY/F79jqMf7tju1fZZsjZg3rpQj2A=,196812,465,é„§éº—å› (Teresa Teng),Gui Chang Zheng,,3
QAI50BPODZdRfSkKFO+PBEmN6hAjPAhZRokS4akU+64=,119025,545,æŽå¯¶æ˜¥,,,-1
TU6j9w7tK5yissciIZoJorH8MqGPFZUikS7tjs8eNx4=,217153,1609,Gryffin| Bipolar Sunshine,Daniel Griffith| James Earp| Daniel James,,52
JicLEPxYiV9WH3XrSY6izUXdJGmh1lHDdkeeL1/2ZiU=,263523,465,é™³ç¾Žé³³,å¾å˜‰è‰¯,æŽå…‹æ˜Ž,10
Mg0wg7WTrsEVw4hQ0Zfs2PIABXL7kHEWFs2yEbEd+rw=,184764,359,3OH!3,,,-1
jMXSwvFR7NHejdAyPPmFaBaG2nwaG0DV55ecuDO2nuU=,176692,958|2122,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Gemsa;Eric,inst,52
E+S6IOJCkJ7FQrvvfCHE2B6wjTPchdyc0rHv1WSVbcw=,167648,2122,Sergio Mendes & JoÃ£o Gilberto,,,52
8EKFp0rodbGBApIRNhCBXAp/s/IbS6xxBIW04/xTQl8=,362417,437,kohjiro fukuda (ç¦ç”°å…‰æ¬¡éƒŽ),ç¦ç”°å…‰æ¬¡éƒŽ,ç¦ç”°å…‰æ¬¡éƒŽ,17
YGWozR3ow79xwkRvD/741efF/DDu+c3EibAkeZAhYds=,27910,786,æ´ªç­ æƒ +æ´ªå‰å©·,,,-1
R3blNZSPW9jMhcB8bb7YEwC8G3MxUpzXoY4Yc2rLc/E=,377626,465,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Simon D. Connelly (PRS)|Christopher M. Potter (PRS),,52
GKM+GglU3iH0gVzq4yS4SGSWjGCkvUpRvDQgqAbUg/M=,215353,465,G.E.M.é„§ç´«æ£‹,Blair Daly/ Bridget Benenate/ Chris Farren,G.E.M.,24
zUFzQ1WQeLzanKCDyinsb8TKfXpf6ddVSUJds/GtqTA=,345129,1259,å°å®¢å—†å˜»å“ˆ,,,52
tjDSbgRxO1hh3Per31WCv+Y9XbKIbG8IRxOgmzf11kI=,103967,481,ä¸–ä¸€æ–‡åŒ–,ä¸–ä¸€ç·¨è¼¯éƒ¨,æ¸…Ë™æŽæ¯“ç§€,-1
Lh5o+E5u3Eg87t6m/29kUX9DjeH0EyejFWzSqBPzJjw=,276781,465,Pussycat,Werner Theunissen,Werner Theunissen,52
57RQ2Oo6GR9oKtFjYWHQ3+rQybXL9Nhi6dw11Qk28uw=,204288,458,å­Ÿåº­è‘¦,,,3
znIj6uEXibR1Rlu/1IQwaeUAO8EN1ztwL1UIysOlATg=,323872,947,Yoga Music,,,-1
yKBrsi4zSR3eW1JBQJ5zGpMUrLNAZTHExwnu+XRhhu0=,196231,2022,Halestorm,,,-1
NCG5rf9PT5VD06Tu3Zk9BVlovQ3AV7XYIL20kkSQbkU=,240558,465,åˆå¤œé›»å°æƒ…æ­Œç³»åˆ—,,,52
ZswkXEVQCMWAAsaBOHcgLZkyfvAq2MMJLakoYfCC2cI=,52105,921,Laura Marano|Ross Lynch,Mike McGarity| Joleen L. Belle| Julia Cavazos,,52
y++Gd4evI6j0JAHEjUVXyIiyRYjyLekMaO3kPKQnD7A=,249382,465,Britt Nicole,Britt Nicole| Joshua Crosby| Joseph Hill| Elley Duhe,,52
IAb4eUrgldUlGt0X0WH4jC+LJ/kMZd+gN+90WO9j5LE=,199459,465,Leigh Nash,,,52
2x3cDUY6IGM+KWfhHPVF13/6ZroO7hYo9wlwvuXzs+M=,240335,2022,The Fray,Annie Lennox,Annie Lennox,52
x5+Lr526CHAXkCpXnYHdklfdmAwBV+mQSP6z8+x9Ckg=,248871,465,The Drums,,,52
M6I9/ZaJKG5lhSMguxcoUyrpVrH/tqT0PDUPu0Eeeog=,223468,465,Gibbz,,,52
w8kJoVPpjV//crHL5S2WzHOYkioeND+THWab2KNABs0=,207865,451,å€ç‘žå¼· (Albert Au),Hagood Hardy,,24
NKyIWS1q75THf/7m1zv6BTMBB09by4f3sniCpHETP6k=,214552,873,Hillsong Young & Free,,,52
hQOlNM2Fyfv3aqNUesOTB1Y20z3Uj2o1ou5DaMBPNHA=,131657,2122,Le Jardin Secret,,,52
n49K8hie425kattW+hd03ZCKmsIqbzpYOmqGbJkfV0M=,286441,465,Fuyumi Sakamoto (å‚æœ¬å†¬ç¾Ž),Ayumi Nakamura,,17
xV6V8Pr9vB6exqAAu4KjdcE+b/3FysEgqa3ntBcYbbk=,202106,465,Thousand Foot Krutch,Ken Andrews| Steve Augustine| Trevor McNevan| Joel Bruyere,,52
8MG3PyC23yDTKKpd1JvC7t/KGIAHq+P2/+ChNW6lK4s=,92031,940,Bedtime Songs Collective,Neuromancer,,-1
hYrUmyjilm/F2aO6O3etLX8H95tI5Lo7Jp681UFcO5w=,195929,786,å¤ç®æ¼”å¥,,,-1
l5mQWQAq7urodbllQ75WjXadI8ZovDef1E7YJzGvXms=,186784,465,Favorite Star,,,52
c7rY0qOwSB4Lxo4kepJnDyxSX7sz69IYuR4LGU7AKlo=,504105,465,Sigur RÃ³s,Georg Holm| Jon T Birgisson| K jartan Sveinsson| Orri P Dyrason,,-1
FrA9UF8QVfIHWIc9w58cQYFONKmVYJb0+H9pHYMr+OU=,246282,465,ç”œæ³¢è•¾æ¨‚åœ˜,,,52
wzzzRTKWN5A43s/iVYXBbwAXp/nfbMLU11agEO3wtPI=,258089,786,èŒƒå®—æ²›,å­£ä¸­å¹³,å­£ä¸­å¹³ã€è¨±å¸¸å¾·,-1
QadrHy5cdaDFRwuD611In+y7ds82mhf48LnMP6Ca0+k=,192626,1259,Flo Rida,,,52
C4wIxJWJfUX7uvpWnqMNX7CMrn1Q1OTQWXqlt7rpEfw=,231523,359,Lianne La Havas,,,52
oPSj7gSS8+FEknZqS+8sjHz2z+OKjQol13K/CfhsAMA=,243811,465,C & C Music Factory,Frederick B. Williams| Robert ClivillÃ©s,Frederick B. Williams| Robert ClivillÃ©s,52
/N71pTc2qr1HKt5faSxz895gmuPGchk+tQVIyfmHG9Q=,278073,465,Eir Aoi (è—äº•ã‚¨ã‚¤ãƒ«),Ryosuke Shigenaga,Eir Aoi| Ryosuke Shigenaga,17
2KS2M81ZIpgDLUcU5BPPZp8uk15sg4GuP7QaXmVc0Og=,170318,1152,Celtic Woman,,,-1
Kk3w9v0auXe82Z23aha949RGmEpO8UqdeOsEIObJ4vs=,359537,1152,Cafe Music BGM channel (Cafe Music BGM channel),Cafe Music BGM channel,,-1
c8FA9bi2nF90iqoNM4Sgecu0UgN5xrrugEsBRDkZe0A=,305713,139|125|109,Crystal Kay,,,17
o4pHJL9jd9AMtV3mISN7JsiH77onzSXqwGo9lEO20AY=,210930,1152,Karaoke Hits Band,,,-1
+cyYnq+9roXqbduR530zKLOi4HlU4MUyhJ9o2vyaeg8=,257043,2086|374,De Phazz,,,-1
tuNVrGud5khMsuxhXifahP23q6BlTsc9scT9OBA3438=,212358,465,Daughtry,Zac Maloy|Howard Benson|Chris Daughtry,Zac Maloy|Howard Benson|Chris Daughtry,52
CYJ0V8irJnvFwDK3CUr+0vjzGvEhgVm71O1fSsI9R0o=,294844,465,Sigur RÃ³s,,,52
/cD/3vETImd8qtwo21cww/+cHXFpp0lb/509zutRweA=,247536,1609,Arca,Alejandro Ghersi,,52
x/TJ9L+vPhfCRNOy0C7CogFj01lYibY+bs30a73FtEI=,187431,465,æ±Ÿè‹¥ç³ (Elanne Kwong),å¼ é“ éºŸ,,3
vf87SDqkWtxKEhFWjwcrxFwdTXtj6UF80nW6LFZWkjU=,238422,1152|947,Music Themes Group,,,-1
0T+duspOS1PVwcQzViMwfbH9olORSfuhYZYZGTVNqFg=,237725,465,Michelle Williams,,,52
YBjoKcPdHcaWH2JWE2Ww2x1Mc90YEOemXDr5/c5Vi/k=,378671,1609,Girls Party Project,Meghan Trainor/Eric Frederic/ Jacob Kasher Hindlin/ Jason Desrouleaux/ Peter Svensson,Meghan Trainor/Eric Frederic/ Jacob Kasher Hindlin/ Jason Desrouleaux/ Peter Svensson,52
R+Gy1ixIrEtkm/nL56UyH8IISiUawymreaeYVv3d3XE=,216502,359,The 1975,Matthew Healy| Adam Hann| George Daniel| Ross MacDonald,,52
ks+6q/0CEtlDw53WYUutxFtvFRdBLstPAW9FPpafS3Q=,251925,2022,à¸£à¸§à¸¡à¸¨à¸´à¸¥à¸›à¸´à¸™,,à¸‚à¸ˆà¸£à¹€à¸”à¸Š à¸žà¸£à¸¡à¸£à¸±à¸à¸©à¸²,45
f52UQPp2OrnjlEYfCIh4RE3riUo817gM3rmxbhyMN3c=,206611,726,'Til Their Eyes Shine... The Lullaby Album,,,52
EVD1FMkqyIpE/EwqI6TtevX2R1DvtdwtVfFja47zU1Q=,309336,465,Every Little Thing,Eiji Kawai,Kaori Mochida,17
dfXwwPozTXxq60FfYbg7bPowFhzepZA19cQnZ/IilbQ=,126409,958,Andras Schiff,Johann Sebastian Bach,,-1
AzZaWXxNpkfDkys0af1Bno8fRH6SSh2X4e1oZz81jDA=,260387,786,æˆå…¬äº®,å‚³çµ±æ›²,,-1
4F90do2EEnqw3HT2V0y/0bgwdUnsfcZXJNwu5n5bBa8=,234161,359,Spoon,Britt Daniel,,52
LF1TKPyY9vSspqsF5ln1X62Y41QrCDl130yoxhpveAE=,266240,465,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Richard Parkers,,31
jOjYLlgjAbQpVFwAui8Es/mONLjkxjOIssRtdDm6U3U=,217861,1138,Marcela Mangabeira,,,-1
Ef7FdYU9xJNrf8MEFYkqzV/OwWl189SNzbuWsLxHT48=,193410,465,Rebecca Ferguson,,,52
Pqlj7pLH3c2T/yD2dzUcpdRHhZ2cX8ihaMCVrLYElhE=,241684,1259,Killer Hip Hop,,,-1
bf84cF050pWunotdpp22JFqCFjdzubQ1GgcWgAwi38c=,206657,1609,DJ Elvis,,,52
PLUNWpeGol++X6gr5gDr+aMsH5DZXwD/OMt4p9DKsGk=,213159,465,Inxs,Andrew Farriss| Michael Hutchence,,52
VjkHjlvWIqOWnDZbyjYFR5HtmDqsZ4UjfTo6pBeizLE=,193462,465,Westlife,Jimmy Van Heusen| Sammy Cahn,Jimmy Van Heusen| Sammy Cahn,52
lGpa9GVSNOG1fc3Uo3WLcFzvdXASs0tQnxCJHHzymPE=,266936,465,Molly SandÃ©n,,,52
Wo7FCssKL/4oB5TO5podds5g7I0RqbRIqbQjitOHcL8=,124760,958,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Francesco  De Leonardis,,-1
WU6XpmfmWfB7ccKsy89XMon5vGez+cZk/ExjsEqseAk=,194118,921,Chvrches,Iain Cook|Lauren Mayberry|Martin Doherty,,52
OOkN47r9wCyhjlsHUAFE8NgSK+hnC+4givmNybYYorw=,211858,242,Las Ketchup,,,-1
lWZqOi5SFTPk7ZOxblOVm30PRNWvOU4KFRHh2X6WmTk=,242231,359,Only Real,Niall Galvin,,52
d9raLccYrD5x7MlT5uuGD+XKizRcaYV86oKhWSDJnk4=,258948,1609|465,LMFAO,Stefan Kendal Gordy| S.A. Gordy,,52
sUZ9/3hv3sxcAzZKCedS4twzECKpZiywj8apOgmKlSk=,235373,465,Kelly Clarkson,Greg Kurstin|Sia Furler,Greg Kurstin|Sia Furler,52
5yiUYzVqYZYq8dJUt9kEhUqltfONpXIxMOctk8C+li8=,254119,465,Savage Garden,,,52
vcLOQe/YPLiR8VDAVGARwL0nec7CoJyFMDe4bReMRy4=,221161,1598,Isyana Sarasvati,Isyana Sarasvati,,59
NdNQgiyt5Jvf6VuGURh/rBxZwmy9g8mAlt4zurwGtkc=,225384,465,é»ƒèˆ’é§¿ (Jerry Huang),é»ƒèˆ’é§¿,é»ƒèˆ’é§¿,3
uDIo2+wEzbEAQV245Y4ho1UFs5eINKn6+TQM+w2nQZY=,263082,465,Roxette,Per Gessle,,52
WSDx5RZMMs4XenY1tMZF5dimB8pcd7Baeu5a88diykk=,210419,921,éœ¹é‚è‹±é›„åŠ‡é›†åŽŸè²å¸¶,,,10
5E+dJhRI2Lo43TcRNGrlL14ZENECQ+ZnesgPPjeCS5w=,202527,465,Iyaz,,,52
WiIHVfKWXhnOvk0GCOQ98woAJY5EnQOqhufelwazxIo=,208700,109,Erykah Badu,Erykah Badu| Zach Witness| Jeremy Rose| Aubrey Davis,,52
2NDkxveh2VYlD6CvKuFcEzWEUDxJ036DbIlksbmWshI=,237122,465,æŽç¢§è¯,ä½šå,,3
e8fApplpm7aynqaaBtQAepZ7QFbjmNhmK9XquxbzeSE=,202176,958,ç´“å£“è¼•é¬†è½,MARTIN TILLMANN / TOM VEDVIK,,-1
Ajjk/wVdYsgFU2qUfApjG5e86gSPBUFUm5XwScwiSOQ=,195698,2130,Ella Fitzgerald|Ray Charles,,,52
HOJz0qC1D255f7Ho8yceKjVeFOvFmetVxUyEHEKQPzs=,92473,,Merle Travis,,,52
hwbgy5tk/VXbs4lSB3qdqXjxR1d0cs4RsN0DG+xgBI4=,277002,940,Oliver Shanti & Friends,,,-1
nCdugvPKLu79opIn8+Pu7/yLBivrImR6ARThqj8szNw=,219382,2122,Snarky Puppy,Michael League,,52
D7NG1SNzPdSIq4xok8Old8bVeJ2raKNABu0FXIG31gg=,269305,465,Mika Nakashima (ä¸­å³¶ç¾Žå˜‰),,,17
8vqYzObzlVfoVFUxCGVVCoDdLQQUOmC79MCL5MDAn90=,334680,1609,Various Artists,,,-1
D+A/Gg7DVPGuMqLuKn+81uCfhpl7L2VzhiYSIkPWmDs=,303751,437,UP UP GIRLS (KARI) (ã‚¢ãƒƒãƒ—ã‚¢ãƒƒãƒ—ã‚¬ãƒ¼ãƒ«ã‚º(ä»®)),PandaBoY,PandaBoY,17
/VDEYnBiFzeViNm7DwxH25+olchtuZGKGZpqgvVSD4Y=,224901,465,SMASH Cast,é¦¬å…‹å¤æ›¼,Scott Whittman|é¦¬å…‹å¤æ›¼,52
i8ROHgChQOrOi3SPVpsSFTBdNZq/Qgktl73t0VLrYfQ=,220032,1609,Summer Was Fun,,,52
3yO9wbFPylLH8KdaejzSMwVBTQar0Co6f3VdHjbVTVA=,293120,1259,B.o.B,,,52
KOjORlElW4NTB5CgRAV5GM5lwqmdHDXKuBDKFJTdGnc=,248267,2022,Salt Cathedral,,,52
fZc+ZK4LiP/m78avYu7dEbrEh5kfDM9tmj2RxmV6F+o=,251982,359,Broods,Georgia Nott|Caleb Nott|Joel Little,,52
YnyfMFdZRMhBrBvcxcqFseJ4ggMHqg/DIs2j+ntNoQE=,441913,921,Ramin Djawadi,Ramin Djawadi,,52
JlG1iYM7rXF2Noa31wQwkstf/72ccJtYTqH4K088w/o=,227601,2022,Trivium,Trivium,Matthew K. Heafy,52
zydIPRDLewtK/d5Azh7+4YlnvPL/pqz1y3cy6Vl4YbI=,217756,921,éœ¹é‚å¸ƒè¢‹æˆ²åŠ‡é›†åŽŸè²å¸¶,å¾è‡³æ­£,,10
MYPvgqUZYvXngN6Mp1u+ZjxqnPkQMQaA3oJSpTqe4Fc=,234893,444,Hwayobi,,,31
e9LHgDSxlJBYf4eXdYXIOuVOkcsVYBkdhefOOaIMqMQ=,223608,437,Crystal Kay,Crystal Kay| Tebey| Shawn Desman| Tommy Lee James| Sumiyo Mutsumi,,17
sBMo0s1C6lnY5vcU+dO9l2AqNHmZqG2NhyBPWn5BJWY=,145217,786,å’Œé¢¨è¼•éŸ³æ¨‚,,,-1
3Xrh67YmngAQbRtzNs1dhIj0IKb1vW2e2WnrNIJXDhk=,233952,958,æ–°åž£ å‹‰,,,17
E9qdiOvQvtPfIuSmPwSZR6c7R86cy8q+VKjyciBiVyQ=,208561,465,å­«å»ºå¹³&The Singers,å³ä¿Šéœ–,å³ä¿Šéœ–,10
jQffhQthVu/OThJHBLlmMmoRtD8zkG3a4QeYm3dDWDQ=,338872,958,Karl Richter,,,-1
IrYd4q3UJ5ekhzoqTLsn4ImKSrvGUblTDyTmA9WVrgE=,258113,940,PETS LOVE MUSIC,,,-1
WC6mxHn8Eg+wncLbi2MCqVsnb++JgLljRydB7mpO1w0=,179815,2022,Pulled Apart By Horses,Tom Hudson| James Brown| Tommy Davidson| Robert John Lee,,52
mFF5jP4DpJgCctJVTm+Xt7RxtKa1wYKupC7qc/5cipg=,269955,465,GUN DOG,,,52
BILso+1lFc9gisCOijOUSLeTPL8SEmm/BHOvpf77ZkY=,426213,2022,supercell,ryo,ryo,17
rNFqAjiGSh3fCVsWUtI+lhHQ+aPsckjMB9uD+XlL8Ic=,247803,465,DJ Project feat. Giulia,,,52
5vJ96Avv/12qPHyM/lMPuDbnOOp5Ytm9mrB2rM9fEVw=,135209,786,æž—å‡,,,-1
aCW+gMgVGCZYXo5/PXusrIDJtZZGdiqEtxLjgtYkEkc=,57688,958,Glenn Gould,Johann Sebastian Bach,,-1
uHL85Mt4TjD6ZNNaL+vibZfb+J/TKAiB/zaP4Pr1iWc=,291595,465,é™³ç¶ºè²ž (Cheer Chen),,,3
f/sn0e16AEdPAyCPqW2WvovP3RIsD5OPhqgwUQ1cz3c=,185945,1609,Manian,,,-1
HD3psrUgXLDc/KGxgMymijJPs2QLu8heOSNlVTGtUZE=,227892,921,Hogu's Love OST Part2,Kang| Dong Yoon,Kang| Dong Yoon,31
/LTOy3qatNRg05O9OKBBzsNRWjV5eiDghxguCzIgEF8=,121417,2122,Luxury Grooves|New York Jazz Lounge|Smooth Jazz,,,-1
vIAnRvhnBeuJ6KiV1PGr1f0dOsLVR9YQsg8Pr0j2UCU=,338454,958,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,,-1
2+IGvN3ufOgOn2GMw7McJxqXDf1RwEJz6WvEXYBRc1g=,179931,786,Wolfgang Amadeus Mozart,,,-1
ZcI2B94OwcE1SJ/fPWpHBmTwjkGlwZQDvi82PBblMJ0=,253126,1259,Kyle,,,52
XypZ1l+SLHl3Zm1K2RWXsEo2NuACijPaefAa2ElcyGo=,185678,465,JS,,,3
1WkRlhANRcx28LtTs8C6CokylwZ4wbz867YsbBGcIMo=,237958,465,Andrea Bocelli,Irving Berlin,,52
APVUtHK8Re1J+oC/OY/09dsHf1Xo8hOYo6uvpa7r7Mc=,246131,1259,IAM,Akhenaton| Denis ThÃ©ry,,52
/BBXYia3XxUis9LOAWcQZwoEPlYv0VeEaAV35km8bJw=,327993,958,Custer LaRue,Alexander Campbell,,-1
cfhDPo69IGFWV1lmnM7+Sr7hSopKK1Y8vyWvKdjNmA0=,158928,921,éœ¹é‚å¸ƒè¢‹æˆ²åŠ‡é›†åŽŸè²å¸¶,æµ©æ—­,,10
+v7XcGtbiOGEOfs1awScvh9YENawIBToAl1Sz/XP0M8=,317187,2022,Slowdive,,,52
KLv11/JHjbZWFNmPQIgh2Rp5mfNmXMMK9npYCTLVZhY=,248372,465,å³æœ¨,å¾å˜‰è‰¯,æŽå²©ä¿®,10
iXluFkI/8NenJbNzLRs7vkRnpb0pt1RYbKyiTfcCNHc=,219699,465,Kelly Clarkson,å‡±èŽ‰å…‹èŠæ£®|Ben Moody|David Hodges,å‡±èŽ‰å…‹èŠæ£®|Ben Moody|David Hodges,52
RAXj0GEAGsIybHeOU62ippXKhkjHks0tG13vq5TBIW8=,300956,2022,SCANDAL,Sho Wada,Sho Wada,17
blbVFHggPZIezZh6v35+ABMEbH7jnqkIn/yXeFza1B4=,252586,465,ä¸å°èŠ¹,,,3
nDFOyQV1Yb8OKJ3xtJ9UCIVpY6jH9VHj3d49AB3or1A=,206843,465,Various Artists,Teddy Geiger| Danny Parker| Daniel Kyriakides,,52
uuvyBpab/I4kM6mxWUb6y3s28X10iuW/OLH32fRzYxw=,245109,458,æŽçŽŸ (CoCo Lee),å¢žç”°æ­¦å²,æ˜“å®¶æš,3
Lb2Ednczse7+vqYPnPzaOCxDWG1PpDKo2/cWjGT7aco=,156525,2122|947|958,è¨¼è²éŸ³æ¨‚åœ–æ›¸é¤¨ ECHO MUSIC,Thaddeus Hillary,inst,52
Wu9VIZOFH5tRG/cmeekpbJ/E8yn5zyQysngBUkuflzE=,247153,2022,MIYAVI (MIYAVI),Miyavi| Andrew Ramsey| Shannon Sanders,,52
H1OqwN26l12LzZhvmOQvxfspAA0HR/HhGrM4yL11NGA=,245295,786,Evosound Audiophile Film Music,,,-1
ywqetFIVic+sqVDEbmwUCk3nlFliEp3Vcr+jytj1hrQ=,207215,1011,#1 Country All-Star Ensemble,,,52
